Employee ID,Age,Gender,Years at Company,Job Role,Monthly Income,Work-Life Balance,Job Satisfaction,Performance Rating,Number of Promotions,Overtime,Distance from Home,Education Level,Marital Status,Number of Dependents,Job Level,Company Size,Company Tenure,Remote Work,Leadership Opportunities,Innovation Opportunities,Company Reputation,Employee Recognition
36493,30,Female,13,Education,5424,Poor,Very High,Below Average,0,No,44,Bachelor’s Degree,Divorced,0,Mid,Large,61,No,No,Yes,Good,Low
11707,52,Female,17,Technology,8243,Poor,High,Low,0,No,89,PhD,Single,0,Mid,Large,23,Yes,No,Yes,Good,High
65571,40,Female,16,Technology,11647,Good,Very High,Average,2,Yes,72,Bachelor’s Degree,Married,5,Mid,Medium,76,No,No,Yes,Good,Medium
46296,20,Male,5,Media,5919,Good,Medium,Average,2,No,85,High School,Married,2,Entry,Large,11,No,No,No,Fair,Low
47244,47,Male,38,Technology,12222,Excellent,Medium,Average,2,No,22,High School,Divorced,2,Senior,Small,50,No,No,No,Fair,Low
42496,25,Female,16,Technology,9922,Excellent,Very High,Low,0,Yes,49,High School,Single,1,Entry,Medium,24,No,No,No,Poor,High
60348,34,Male,17,Media,5190,Good,Medium,Average,0,Yes,90,Associate Degree,Married,4,Mid,Medium,77,No,No,No,Fair,Low
64789,30,Female,21,Finance,9944,Good,Medium,Below Average,0,Yes,95,Associate Degree,Married,0,Entry,Small,90,No,No,No,Poor,Low
21470,22,Female,5,Media,6321,Fair,High,Below Average,0,Yes,76,Associate Degree,Married,3,Entry,Medium,13,Yes,No,No,Good,Medium
8143,22,Male,11,Healthcare,9492,Excellent,High,Average,1,No,49,Bachelor’s Degree,Single,1,Entry,Large,73,No,No,No,Good,Low
63207,33,Male,2,Technology,8853,Poor,High,Average,0,No,42,Associate Degree,Married,4,Mid,Medium,13,Yes,No,No,Poor,Low
59738,39,Male,9,Education,3669,Poor,High,Average,1,No,15,High School,Married,5,Mid,Medium,79,No,No,No,Excellent,High
67832,52,Male,22,Healthcare,8832,Fair,Medium,Below Average,0,No,9,Master’s Degree,Divorced,1,Mid,Medium,47,No,No,No,Excellent,High
58215,27,Female,10,Education,2956,Good,Low,Below Average,0,Yes,57,Associate Degree,Single,3,Mid,Medium,58,Yes,No,No,Good,Medium
15365,27,Female,16,Healthcare,8027,Fair,High,Average,1,Yes,33,Bachelor’s Degree,Divorced,1,Mid,Small,75,No,No,No,Fair,Low
34687,49,Female,38,Technology,6662,Fair,High,Average,0,No,74,Associate Degree,Married,5,Entry,Medium,109,No,No,No,Excellent,Medium
37860,49,Male,29,Technology,10255,Poor,Very High,Average,1,Yes,73,Bachelor’s Degree,Single,4,Mid,Small,94,Yes,No,No,Good,Low
69809,57,Male,3,Education,4667,Fair,Low,Average,1,Yes,43,High School,Divorced,1,Mid,Medium,51,No,No,No,Fair,Medium
9568,46,Female,36,Media,6333,Good,Low,Average,3,No,22,High School,Married,1,Senior,Small,102,Yes,No,No,Fair,Low
1152,31,Male,5,Finance,7580,Good,Low,Average,2,No,43,High School,Single,3,Senior,Large,66,No,No,No,Poor,High
11159,26,Male,6,Media,6350,Poor,High,Average,0,No,82,High School,Married,1,Mid,Medium,39,No,No,No,Good,Low
61140,23,Male,10,Media,6264,Fair,Medium,Below Average,1,No,89,Associate Degree,Married,1,Entry,Medium,48,No,No,No,Good,Medium
24299,59,Female,49,Technology,6155,Good,Very High,Below Average,0,No,67,Bachelor’s Degree,Married,1,Mid,Small,95,No,No,No,Good,Medium
6522,31,Female,2,Education,3836,Fair,Medium,High,0,No,88,Associate Degree,Single,3,Entry,Large,70,No,No,Yes,Good,Medium
5840,23,Male,6,Media,5657,Good,High,Average,0,No,38,Associate Degree,Divorced,0,Senior,Medium,58,No,No,No,Good,Low
12249,44,Male,2,Media,4352,Good,High,Average,1,No,35,Bachelor’s Degree,Married,0,Senior,Medium,6,No,No,No,Poor,Low
53587,24,Male,16,Finance,9377,Excellent,Medium,High,3,No,49,Associate Degree,Single,3,Entry,Small,52,No,No,No,Good,High
74442,22,Female,7,Healthcare,6553,Fair,High,Average,0,Yes,84,Associate Degree,Married,1,Senior,Medium,42,No,No,No,Good,High
70321,50,Female,27,Education,4467,Fair,Very High,Average,0,No,96,Master’s Degree,Married,4,Entry,Large,82,No,No,No,Fair,High
7902,26,Male,9,Media,7076,Poor,High,High,0,No,55,Master’s Degree,Divorced,3,Mid,Medium,73,No,No,No,Good,Very High
70994,55,Male,21,Technology,11692,Good,Very High,Below Average,0,No,69,PhD,Married,0,Mid,Medium,48,No,No,Yes,Poor,High
48539,49,Male,14,Technology,7391,Fair,Medium,High,2,No,42,Bachelor’s Degree,Married,1,Mid,Medium,41,No,No,No,Good,Low
22617,56,Male,10,Education,3622,Fair,High,Average,2,Yes,26,PhD,Divorced,1,Mid,Small,86,No,No,No,Good,Low
71391,24,Female,4,Technology,11736,Good,High,Average,0,No,2,Bachelor’s Degree,Divorced,3,Senior,Medium,55,No,No,No,Poor,High
69405,37,Female,8,Media,5868,Excellent,High,Average,2,No,32,Associate Degree,Married,1,Mid,Medium,45,No,Yes,Yes,Fair,Medium
70931,24,Female,13,Technology,8413,Fair,Medium,Average,1,Yes,3,Master’s Degree,Married,0,Entry,Medium,65,No,No,No,Poor,High
49296,43,Female,20,Healthcare,8591,Good,High,Below Average,1,No,92,Associate Degree,Married,4,Senior,Medium,51,No,No,Yes,Good,Medium
12810,25,Female,4,Healthcare,6453,Fair,High,Average,0,No,61,Associate Degree,Married,1,Mid,Large,44,Yes,No,No,Fair,Low
16812,48,Female,15,Technology,13073,Fair,High,Low,2,Yes,38,Bachelor’s Degree,Married,3,Entry,Medium,56,No,No,No,Fair,Medium
42327,54,Female,30,Finance,9567,Poor,Low,Average,3,No,54,Bachelor’s Degree,Single,0,Mid,Medium,74,No,No,No,Good,Low
33141,46,Male,29,Healthcare,8780,Fair,High,Average,1,No,1,Bachelor’s Degree,Married,3,Mid,Medium,64,No,No,No,Good,Low
34504,48,Female,36,Education,4558,Excellent,Medium,Average,1,No,7,Associate Degree,Divorced,3,Entry,Small,101,No,No,No,Poor,Low
9020,18,Male,4,Education,4458,Good,High,Average,4,No,37,Associate Degree,Married,0,Mid,Large,72,No,No,No,Good,Low
52,53,Female,10,Education,3868,Good,Medium,Below Average,2,Yes,25,Master’s Degree,Single,3,Entry,Small,20,No,No,No,Good,Medium
58267,26,Female,3,Healthcare,8052,Excellent,High,Average,2,Yes,5,High School,Married,0,Mid,Small,39,No,No,No,Fair,High
1195,57,Female,26,Technology,8740,Fair,High,Average,2,No,22,Associate Degree,Married,0,Mid,Medium,77,No,No,No,Good,Low
22859,53,Female,28,Healthcare,8571,Good,High,Average,1,No,62,High School,Married,1,Entry,Medium,71,No,No,No,Poor,Medium
11990,31,Male,16,Finance,7997,Poor,Medium,Average,0,Yes,32,Bachelor’s Degree,Divorced,0,Entry,Medium,45,No,No,No,Poor,Low
23811,56,Female,10,Media,6779,Fair,High,Average,1,Yes,63,High School,Married,0,Mid,Large,70,No,No,Yes,Fair,Low
1156,27,Female,14,Finance,6797,Good,Very High,Average,0,Yes,1,High School,Married,2,Senior,Medium,66,No,No,No,Good,Medium
57202,25,Male,16,Technology,10090,Good,High,High,0,Yes,40,PhD,Married,2,Entry,Medium,46,No,No,No,Good,Medium
31193,48,Female,39,Healthcare,5130,Fair,Low,Below Average,0,No,47,High School,Single,1,Mid,Small,62,No,No,Yes,Good,Low
67115,30,Male,14,Finance,10380,Fair,Very High,Average,1,No,60,Associate Degree,Married,3,Senior,Medium,19,Yes,No,No,Fair,High
3259,45,Female,27,Healthcare,6737,Poor,Very High,Average,3,Yes,37,Master’s Degree,Married,1,Entry,Medium,74,No,Yes,No,Good,High
68820,35,Male,9,Healthcare,7343,Excellent,High,Average,1,No,17,Master’s Degree,Single,0,Mid,Medium,76,No,No,No,Fair,Low
37329,38,Female,6,Education,3861,Good,Very High,Average,3,No,55,PhD,Married,3,Entry,Medium,20,No,No,No,Good,Low
21025,21,Male,13,Media,6707,Excellent,High,Average,0,No,55,High School,Married,1,Mid,Small,81,No,No,No,Good,Low
18141,57,Male,43,Healthcare,9742,Good,High,High,3,Yes,12,Associate Degree,Divorced,0,Entry,Large,121,No,No,Yes,Good,Medium
64995,44,Female,30,Education,6345,Good,High,High,0,No,49,Associate Degree,Married,0,Entry,Medium,46,Yes,No,No,Poor,Low
71884,43,Female,16,Education,4879,Poor,Very High,Average,2,Yes,5,High School,Married,1,Senior,Large,49,No,No,No,Fair,Low
37104,53,Male,14,Technology,6653,Excellent,Medium,High,2,No,52,Bachelor’s Degree,Divorced,4,Senior,Medium,53,No,No,No,Fair,Medium
32088,52,Female,29,Healthcare,6143,Good,Medium,Average,0,No,9,Associate Degree,Married,0,Senior,Small,39,No,Yes,No,Excellent,Low
22826,25,Female,8,Education,4823,Poor,High,Average,0,No,83,Bachelor’s Degree,Single,2,Mid,Small,67,No,No,No,Good,High
45380,34,Male,26,Healthcare,8609,Fair,High,High,0,Yes,68,PhD,Divorced,0,Mid,Large,57,No,No,No,Fair,High
65689,36,Female,16,Education,4686,Good,High,High,0,No,45,Bachelor’s Degree,Married,2,Entry,Medium,80,No,No,No,Excellent,High
8628,37,Male,4,Finance,7908,Good,Medium,Average,2,No,13,High School,Divorced,0,Senior,Small,41,Yes,No,No,Excellent,High
9860,26,Female,8,Media,6095,Excellent,Very High,Average,1,No,97,Bachelor’s Degree,Married,1,Entry,Large,34,No,Yes,No,Good,Very High
72684,43,Female,6,Education,5175,Fair,High,Average,1,No,90,Bachelor’s Degree,Divorced,0,Senior,Small,63,No,No,Yes,Good,Medium
64383,23,Female,2,Healthcare,7148,Good,Low,High,0,Yes,19,Bachelor’s Degree,Divorced,4,Entry,Medium,61,No,No,No,Good,Low
55964,20,Male,9,Finance,7895,Fair,Low,Average,0,No,96,Bachelor’s Degree,Single,3,Entry,Small,63,No,No,No,Fair,Medium
35048,43,Female,6,Education,5304,Good,Very High,Average,0,No,46,Master’s Degree,Married,4,Senior,Medium,59,No,No,Yes,Poor,Medium
3890,52,Male,24,Media,5553,Fair,Medium,Average,0,Yes,64,Master’s Degree,Married,3,Mid,Medium,55,No,No,No,Good,Low
47971,46,Male,30,Technology,9694,Fair,High,High,2,No,42,Bachelor’s Degree,Married,1,Mid,Medium,108,Yes,No,Yes,Good,High
49081,24,Female,2,Healthcare,8069,Poor,Very High,Average,3,No,55,Associate Degree,Married,6,Mid,Small,25,No,No,No,Good,Very High
48986,28,Male,15,Finance,9512,Good,Low,Average,1,Yes,26,Master’s Degree,Single,0,Senior,Medium,17,No,No,Yes,Poor,Low
34631,40,Female,15,Media,6052,Excellent,Medium,Average,0,Yes,86,Associate Degree,Single,4,Entry,Medium,65,No,No,No,Good,Low
19866,19,Female,6,Healthcare,9990,Excellent,Very High,Average,1,No,11,Associate Degree,Divorced,0,Mid,Small,56,No,No,No,Good,Low
69483,23,Male,13,Technology,6325,Excellent,High,Average,0,No,38,Bachelor’s Degree,Single,1,Mid,Small,84,No,No,No,Good,High
46076,56,Male,40,Finance,10188,Fair,Very High,Average,0,No,46,Master’s Degree,Married,1,Mid,Small,112,No,No,No,Good,Very High
60639,25,Male,2,Media,6208,Good,Very High,Below Average,3,No,24,Master’s Degree,Married,2,Senior,Large,70,No,No,No,Good,High
11905,38,Female,22,Healthcare,6705,Good,High,Low,2,No,8,Bachelor’s Degree,Married,3,Senior,Small,44,No,No,Yes,Poor,Medium
16173,46,Female,23,Technology,10389,Good,High,Average,0,Yes,14,PhD,Divorced,1,Senior,Small,29,No,No,No,Poor,Medium
67204,56,Female,9,Technology,11673,Excellent,High,Average,0,No,52,High School,Single,2,Senior,Medium,54,No,Yes,Yes,Excellent,High
51406,34,Male,13,Technology,6371,Excellent,High,Below Average,2,No,44,Associate Degree,Divorced,1,Senior,Medium,77,No,Yes,No,Good,Low
53490,51,Male,11,Technology,8831,Good,Very High,High,0,No,74,Master’s Degree,Single,3,Entry,Medium,20,Yes,No,No,Poor,High
68816,32,Male,18,Media,5771,Excellent,Low,Below Average,0,No,25,Master’s Degree,Single,2,Mid,Medium,84,Yes,No,Yes,Good,Medium
32627,48,Female,35,Media,5605,Good,High,Average,0,Yes,58,Bachelor’s Degree,Divorced,1,Entry,Medium,56,Yes,No,No,Good,Medium
49069,53,Female,4,Technology,9881,Excellent,Low,Below Average,0,No,31,Associate Degree,Married,1,Entry,Small,69,No,No,No,Excellent,Medium
25650,37,Male,2,Media,6111,Good,High,Average,1,Yes,22,Master’s Degree,Married,1,Mid,Medium,20,No,No,No,Good,High
51479,21,Female,10,Education,4967,Excellent,High,Average,3,No,98,Associate Degree,Single,1,Mid,Small,36,Yes,No,Yes,Good,High
27241,31,Male,19,Education,6364,Excellent,High,Average,0,Yes,56,Bachelor’s Degree,Married,3,Mid,Medium,85,No,No,No,Good,Low
61770,41,Female,32,Finance,9829,Good,Medium,Average,2,No,55,Master’s Degree,Single,1,Entry,Small,49,No,No,No,Fair,Medium
66097,45,Female,26,Media,5868,Good,High,High,0,Yes,27,Associate Degree,Single,0,Mid,Large,102,Yes,No,No,Fair,Low
59475,27,Male,8,Technology,9741,Excellent,Low,Average,2,No,88,Bachelor’s Degree,Married,4,Mid,Small,33,Yes,No,No,Good,High
24147,22,Male,4,Healthcare,6950,Good,Medium,High,0,Yes,41,High School,Single,1,Entry,Small,10,Yes,No,No,Excellent,Medium
58074,23,Female,9,Finance,10903,Good,High,Average,0,Yes,49,PhD,Single,2,Mid,Medium,68,Yes,No,No,Good,Low
49223,41,Female,27,Healthcare,8476,Fair,Low,High,1,No,80,Bachelor’s Degree,Married,3,Mid,Medium,37,No,No,Yes,Good,Medium
5359,53,Male,5,Finance,5826,Excellent,Medium,Average,3,Yes,16,Master’s Degree,Divorced,1,Entry,Large,24,No,No,No,Good,Low
11234,20,Female,9,Healthcare,5835,Fair,High,Below Average,0,No,12,Master’s Degree,Married,1,Entry,Medium,42,Yes,No,No,Good,High
31158,34,Female,12,Healthcare,6864,Fair,Medium,Average,2,No,79,Bachelor’s Degree,Married,0,Mid,Medium,17,No,No,No,Good,Low
68773,37,Male,26,Finance,7266,Good,High,Average,0,Yes,50,High School,Single,3,Senior,Medium,94,No,No,Yes,Good,Medium
65794,32,Male,21,Technology,9382,Fair,High,Below Average,0,No,1,Master’s Degree,Married,2,Entry,Small,75,No,No,Yes,Fair,High
33914,50,Female,28,Media,6554,Fair,High,Average,1,No,79,High School,Single,0,Entry,Small,40,No,No,Yes,Good,Medium
30632,35,Male,17,Education,3221,Fair,High,High,1,No,7,High School,Divorced,4,Mid,Medium,37,No,No,No,Good,Medium
1581,28,Female,1,Education,4654,Good,High,Below Average,0,Yes,67,PhD,Single,3,Senior,Small,7,Yes,No,No,Fair,Medium
71732,42,Female,16,Healthcare,7349,Good,Medium,High,0,No,38,High School,Married,3,Mid,Medium,66,Yes,No,No,Good,Low
14396,42,Female,16,Media,5914,Good,Medium,Average,0,Yes,27,High School,Divorced,1,Mid,Medium,89,No,No,Yes,Fair,Low
55860,52,Male,3,Technology,7181,Fair,High,Average,0,No,68,Associate Degree,Married,1,Entry,Large,74,Yes,No,No,Excellent,High
15924,26,Female,11,Media,4747,Poor,High,Average,2,Yes,16,Bachelor’s Degree,Married,0,Mid,Medium,75,No,No,No,Fair,Low
37564,58,Male,21,Healthcare,5932,Excellent,Low,Below Average,0,Yes,84,High School,Married,3,Mid,Medium,93,No,No,No,Good,High
69519,53,Female,23,Technology,7687,Fair,High,Average,0,No,54,Master’s Degree,Married,5,Mid,Small,28,No,No,No,Good,Medium
501,54,Male,24,Healthcare,6594,Fair,High,Average,3,No,51,Associate Degree,Married,1,Mid,Medium,80,No,No,No,Excellent,Medium
48405,19,Male,4,Education,4317,Poor,High,Below Average,0,No,41,Bachelor’s Degree,Single,1,Senior,Medium,49,No,No,No,Good,Low
55540,59,Female,2,Technology,12609,Fair,Medium,Average,0,No,79,Bachelor’s Degree,Single,1,Mid,Small,65,No,No,No,Poor,Low
65573,50,Female,37,Education,4586,Good,High,Below Average,0,Yes,67,Master’s Degree,Single,2,Mid,Medium,82,No,No,No,Excellent,Low
6310,58,Male,37,Education,3049,Good,Medium,Below Average,0,No,96,Associate Degree,Single,3,Mid,Medium,108,No,No,No,Poor,High
59094,58,Female,43,Healthcare,8726,Excellent,High,Average,0,Yes,91,Bachelor’s Degree,Married,2,Entry,Small,78,No,Yes,No,Good,Low
27083,31,Female,10,Media,5038,Good,High,Average,0,No,76,Associate Degree,Married,2,Mid,Medium,76,No,No,No,Good,High
63967,42,Female,23,Education,4893,Fair,High,Below Average,1,No,72,Bachelor’s Degree,Married,2,Mid,Small,43,No,No,No,Good,Low
26184,43,Female,6,Education,5167,Good,High,High,2,No,61,Bachelor’s Degree,Divorced,1,Senior,Large,23,No,No,No,Good,Very High
38188,42,Female,1,Technology,9951,Fair,High,Average,2,No,24,Bachelor’s Degree,Divorced,1,Mid,Medium,54,No,No,No,Good,High
3484,39,Male,20,Technology,11757,Good,High,Average,1,No,31,Bachelor’s Degree,Married,2,Entry,Small,77,Yes,No,No,Excellent,Low
55461,46,Female,3,Technology,9368,Fair,High,Below Average,2,No,28,Associate Degree,Married,3,Mid,Medium,42,No,No,No,Good,High
45813,49,Male,33,Education,5027,Fair,Medium,High,0,Yes,6,Bachelor’s Degree,Married,6,Senior,Medium,68,No,No,No,Fair,Medium
43154,49,Male,16,Technology,5293,Good,High,Average,0,No,31,Associate Degree,Divorced,3,Mid,Small,54,No,No,No,Fair,Low
57260,55,Male,43,Technology,11266,Poor,High,Low,3,No,9,High School,Married,0,Senior,Medium,61,No,No,No,Poor,Low
63051,18,Male,5,Media,6304,Excellent,High,Below Average,0,Yes,77,Bachelor’s Degree,Married,5,Senior,Medium,83,No,No,No,Good,High
56534,49,Female,39,Education,3644,Poor,High,Average,3,Yes,30,PhD,Married,0,Mid,Medium,87,No,No,No,Good,Low
2015,30,Male,6,Healthcare,8207,Fair,High,Average,0,No,29,Master’s Degree,Married,3,Entry,Large,64,No,No,No,Excellent,Medium
17133,45,Male,16,Media,6414,Fair,Medium,High,2,No,95,PhD,Single,0,Mid,Medium,75,No,No,No,Fair,High
53912,33,Male,22,Finance,9216,Fair,High,Average,0,No,8,Associate Degree,Divorced,2,Mid,Small,36,No,No,No,Excellent,Very High
70894,22,Male,10,Technology,8787,Poor,Low,Average,1,No,77,Bachelor’s Degree,Married,5,Senior,Small,38,No,No,No,Poor,Very High
10847,41,Male,33,Finance,7027,Good,Medium,Average,0,No,63,High School,Divorced,0,Senior,Small,86,No,No,No,Good,Low
39478,37,Female,9,Technology,8135,Fair,High,Below Average,0,Yes,81,Bachelor’s Degree,Married,1,Senior,Medium,10,No,No,Yes,Poor,High
45583,38,Female,9,Education,3621,Excellent,High,Average,2,No,94,Associate Degree,Married,1,Senior,Small,39,No,No,Yes,Good,Medium
60778,30,Male,7,Healthcare,7609,Fair,Very High,High,0,No,63,Bachelor’s Degree,Married,0,Senior,Medium,79,Yes,No,No,Fair,High
4937,56,Female,22,Education,2776,Excellent,High,High,1,Yes,26,Associate Degree,Married,0,Senior,Medium,81,No,No,No,Excellent,High
71650,22,Male,10,Education,4930,Good,Very High,Average,0,No,7,Associate Degree,Married,1,Mid,Medium,83,Yes,No,No,Poor,Low
49395,47,Female,37,Media,6354,Fair,High,Average,2,No,8,Associate Degree,Married,2,Entry,Small,67,No,No,No,Excellent,Low
36132,35,Female,2,Technology,11025,Poor,Very High,Average,0,No,17,Bachelor’s Degree,Single,0,Entry,Small,21,No,No,Yes,Fair,High
14569,20,Male,3,Finance,7895,Fair,High,Average,0,No,49,Bachelor’s Degree,Married,6,Mid,Medium,77,No,Yes,No,Poor,Low
50007,32,Female,16,Finance,4454,Good,High,Average,0,No,66,PhD,Married,1,Mid,Small,48,No,No,No,Excellent,Medium
15970,58,Male,8,Media,5532,Excellent,Medium,Average,1,No,17,Master’s Degree,Married,0,Entry,Small,30,No,No,No,Excellent,Low
25551,51,Male,37,Education,4559,Excellent,High,Average,1,No,62,Master’s Degree,Married,0,Mid,Small,75,No,No,No,Good,High
59930,39,Male,19,Technology,9605,Good,High,Average,2,Yes,47,High School,Married,1,Senior,Large,40,No,No,No,Fair,Low
9469,28,Male,11,Education,5396,Fair,Very High,High,0,No,77,Bachelor’s Degree,Single,3,Senior,Medium,37,No,No,No,Poor,High
52500,32,Female,10,Education,3604,Fair,Very High,Average,0,No,75,Bachelor’s Degree,Married,0,Mid,Medium,45,No,No,No,Fair,Low
36749,47,Female,14,Media,5409,Good,Medium,Average,1,Yes,55,PhD,Married,0,Entry,Medium,69,No,No,No,Fair,Medium
57270,21,Female,10,Technology,7309,Good,Very High,Average,0,No,41,High School,Married,6,Entry,Medium,51,No,No,No,Good,Low
72252,38,Male,22,Education,3576,Good,High,Average,0,Yes,84,High School,Single,1,Entry,Large,46,No,No,Yes,Good,High
29494,52,Male,12,Finance,8674,Fair,Medium,Below Average,2,Yes,15,Bachelor’s Degree,Married,2,Mid,Medium,35,Yes,No,No,Good,Medium
67662,53,Male,1,Technology,6403,Fair,Medium,Average,0,No,4,High School,Married,4,Mid,Medium,39,No,No,No,Fair,Low
29534,26,Female,4,Finance,7110,Good,Medium,Average,0,No,54,High School,Married,3,Mid,Medium,19,No,No,No,Good,Medium
21681,37,Male,8,Education,5209,Excellent,High,Average,3,No,56,Bachelor’s Degree,Single,0,Entry,Small,19,No,No,No,Good,High
28656,42,Male,5,Education,3506,Good,High,Average,1,No,30,Associate Degree,Married,1,Senior,Large,40,No,No,No,Good,High
4684,25,Male,2,Technology,9440,Poor,High,High,1,Yes,60,Bachelor’s Degree,Married,4,Entry,Medium,22,No,Yes,Yes,Good,Low
21040,33,Male,9,Healthcare,9940,Good,High,Average,3,No,99,High School,Married,1,Senior,Large,39,No,No,No,Fair,Low
7088,27,Female,6,Media,6290,Good,Medium,Average,0,No,26,Associate Degree,Married,3,Mid,Medium,58,No,No,No,Excellent,Low
48493,52,Female,15,Media,5909,Good,High,Average,1,No,11,Bachelor’s Degree,Married,2,Senior,Medium,83,No,No,No,Fair,Low
55029,41,Male,32,Healthcare,8272,Good,High,Average,1,No,39,Associate Degree,Single,1,Entry,Medium,75,Yes,No,No,Good,Low
45772,27,Female,19,Finance,8968,Fair,High,Below Average,0,No,73,High School,Single,1,Mid,Medium,31,No,No,No,Poor,Medium
32855,19,Female,3,Media,5114,Poor,High,Average,1,Yes,44,Bachelor’s Degree,Married,0,Entry,Large,49,No,No,No,Excellent,Low
20614,19,Male,9,Healthcare,8805,Good,High,High,1,Yes,13,PhD,Married,1,Entry,Small,70,No,No,No,Excellent,Medium
18565,55,Male,18,Finance,5327,Good,High,Below Average,0,No,21,High School,Single,1,Mid,Large,80,Yes,No,No,Good,Medium
28262,32,Male,6,Technology,9430,Fair,Very High,Average,0,Yes,43,Master’s Degree,Married,2,Mid,Medium,26,No,Yes,No,Good,Very High
414,54,Male,34,Healthcare,8075,Excellent,Low,Average,0,No,93,Bachelor’s Degree,Married,1,Mid,Small,75,No,No,Yes,Good,High
64771,22,Female,7,Education,5211,Fair,Medium,Low,0,Yes,48,Bachelor’s Degree,Married,0,Mid,Medium,42,Yes,No,No,Good,Medium
1628,26,Male,9,Education,4902,Good,High,Average,1,Yes,84,High School,Married,3,Mid,Medium,47,No,No,No,Poor,Low
48715,34,Male,7,Finance,10544,Good,High,Average,0,No,9,Bachelor’s Degree,Married,0,Entry,Medium,76,No,No,No,Good,Medium
47205,43,Female,1,Technology,9241,Good,Medium,High,0,No,21,High School,Married,1,Entry,Medium,35,No,No,No,Poor,High
38454,38,Male,24,Finance,10028,Fair,High,Below Average,0,No,77,Master’s Degree,Single,0,Entry,Small,101,No,No,No,Good,Low
35437,28,Male,17,Healthcare,8970,Fair,High,Average,1,No,66,High School,Single,0,Entry,Small,68,No,No,No,Fair,Low
72097,50,Female,31,Education,4779,Excellent,High,Average,1,No,91,High School,Married,4,Mid,Small,57,Yes,No,Yes,Excellent,High
59569,47,Female,1,Healthcare,7987,Good,Medium,Average,1,No,98,Bachelor’s Degree,Married,4,Mid,Large,46,No,No,Yes,Fair,Medium
48429,24,Male,6,Technology,9326,Good,Medium,Average,0,Yes,38,High School,Divorced,0,Mid,Medium,81,No,No,No,Good,Low
44502,39,Male,17,Media,5548,Good,High,Average,1,No,72,Bachelor’s Degree,Married,1,Senior,Medium,89,No,No,No,Excellent,Low
52776,32,Male,17,Education,2925,Fair,Very High,Low,1,No,43,Master’s Degree,Married,4,Senior,Large,23,No,No,No,Poor,Very High
72514,35,Female,20,Healthcare,8072,Poor,High,Below Average,3,Yes,58,Associate Degree,Divorced,4,Senior,Medium,64,No,No,No,Good,Low
29912,19,Female,9,Technology,8554,Good,High,High,0,No,15,Associate Degree,Married,2,Entry,Medium,75,No,No,No,Fair,Low
48916,57,Male,38,Technology,7929,Fair,Medium,Average,0,No,29,Associate Degree,Married,3,Entry,Medium,83,No,No,No,Good,Medium
43677,34,Male,12,Technology,10405,Excellent,High,Below Average,0,Yes,41,Master’s Degree,Single,0,Entry,Large,62,No,Yes,No,Good,Medium
69256,26,Male,5,Technology,9918,Good,High,Average,0,No,68,Associate Degree,Single,1,Mid,Small,20,No,No,No,Poor,Medium
66825,50,Female,21,Healthcare,7583,Good,High,Average,0,No,69,Bachelor’s Degree,Divorced,4,Entry,Large,79,Yes,No,No,Good,Medium
6765,33,Female,1,Education,5648,Good,High,Average,1,Yes,89,Master’s Degree,Married,2,Mid,Medium,67,No,No,No,Poor,Low
24296,31,Female,9,Technology,6101,Good,Very High,Average,0,Yes,90,High School,Single,2,Entry,Medium,29,No,No,No,Poor,Medium
50787,57,Male,6,Technology,9178,Excellent,Medium,Average,0,Yes,61,Master’s Degree,Single,3,Entry,Medium,54,No,No,No,Good,High
33356,57,Female,33,Finance,8532,Excellent,High,Below Average,0,No,13,Associate Degree,Single,4,Entry,Medium,43,No,No,No,Good,Medium
1490,22,Female,7,Technology,7032,Excellent,High,Average,1,Yes,80,Master’s Degree,Married,1,Senior,Medium,43,No,No,No,Fair,Low
23510,22,Female,13,Healthcare,8757,Excellent,High,Average,1,Yes,68,Associate Degree,Married,0,Senior,Small,54,No,No,No,Good,Medium
39709,44,Male,27,Finance,7944,Poor,Medium,High,1,No,88,Associate Degree,Divorced,1,Senior,Medium,52,No,Yes,No,Fair,Low
51805,36,Female,5,Finance,7698,Fair,Medium,Average,0,Yes,70,Associate Degree,Married,1,Mid,Large,64,No,No,Yes,Poor,Low
56881,51,Male,17,Healthcare,8427,Good,Very High,High,1,Yes,83,High School,Married,4,Mid,Small,40,No,No,No,Good,Medium
71273,23,Male,4,Healthcare,7728,Excellent,Low,Below Average,1,Yes,8,Associate Degree,Married,1,Senior,Medium,11,No,No,Yes,Good,High
42907,56,Female,5,Education,4721,Excellent,High,Average,0,Yes,89,Master’s Degree,Married,0,Senior,Medium,12,No,No,No,Good,High
71531,52,Female,14,Finance,9124,Fair,High,Below Average,2,No,97,Bachelor’s Degree,Married,5,Mid,Medium,72,No,No,No,Good,Low
37209,18,Female,8,Finance,5436,Excellent,Low,Average,3,Yes,24,Associate Degree,Single,0,Entry,Small,20,No,No,No,Fair,Very High
5576,46,Male,24,Healthcare,5691,Good,High,Low,3,No,86,High School,Single,3,Mid,Medium,64,No,No,No,Good,Low
24996,19,Female,10,Finance,8797,Poor,High,Average,1,No,12,Associate Degree,Married,3,Mid,Medium,75,No,No,No,Fair,High
20353,39,Female,28,Media,6257,Excellent,Medium,High,0,No,37,High School,Single,4,Entry,Small,89,No,No,No,Good,Low
29398,36,Female,13,Technology,13013,Poor,High,Average,2,No,9,Bachelor’s Degree,Married,1,Senior,Small,36,Yes,No,No,Good,Very High
